id,ingameId,gear,type,set,rank,level,enhance,mainStatType,mainStatValue,gearScore,dScore,sScore,cScore,maxEnhancementRolls,totalEnhancementRolls,hasSpike,hasModified,bestRole,usefulStatCount,slotPreferredStatCount,mainStatPreferred,quality,reason
5809890093,5809890093,Necklace,neck,ImmunitySet,Epic,90,15,CriticalHitDamagePercent,70.0,75.0,58.0,33.0,75.0,2,5,false,false,DPS,3,2,true,KEEP,Strong slot/main-stat role fit
5848557806,5848557806,Boots,boot,HitSet,Epic,90,15,HealthPercent,65.0,66.0,18.0,47.0,31.0,2,5,false,true,BRUISER,2,2,true,KEEP,Modified substat (safe)
5856575693,5856575693,Weapon,weapon,CriticalSet,Epic,90,15,Attack,525.0,72.0,24.0,49.0,33.0,2,5,false,false,DEBUFFER,3,0,false,REVIEW,High Gear Score but incomplete role signal
5867169211,5867169211,Boots,boot,SpeedSet,Epic,90,15,Speed,45.0,67.4,6.4,52.0,58.4,4,5,true,true,BRUISER,3,2,true,KEEP,Modified substat (safe)
5867174897,5867174897,Boots,boot,SpeedSet,Epic,85,15,AttackPercent,60.0,56.17142857142857,38.17142857142857,26.0,56.17142857142857,2,5,false,false,BRUISER,4,2,false,REVIEW,Multiple slot-preferred stats but incomplete main-stat fit
5867184097,5867184097,Boots,boot,HitSet,Epic,90,15,HealthPercent,65.0,68.85714285714286,53.857142857142854,39.0,53.857142857142854,2,5,false,false,DPS,3,2,false,KEEP,Strong slot role fit with high Gear Score
5891059989,5891059989,Weapon,weapon,SpeedSet,Epic,90,15,Attack,525.0,71.0,34.0,48.0,56.0,2,5,false,false,DEBUFFER,3,0,false,REVIEW,High Gear Score but incomplete role signal
5973826069,5973826069,Weapon,weapon,CriticalSet,Heroic,90,15,Attack,525.0,65.0,50.0,8.0,58.0,3,4,true,false,DPS,2,0,false,REVIEW,Broad role fit with borderline Gear Score
5975929350,5975929350,Weapon,weapon,HitSet,Epic,90,15,Attack,525.0,75.2,37.2,39.0,37.2,2,5,false,false,SUPPORT,2,0,false,REVIEW,High Gear Score but incomplete role signal
6012816265,6012816265,Armor,armor,CriticalSet,Heroic,85,15,Defense,300.0,59.0,24.0,27.0,51.0,3,4,true,false,BRUISER,3,0,false,REVIEW,Broad role fit with borderline Gear Score
6023856585,6023856585,Helmet,helm,HealthSet,Epic,90,15,Health,2835.0,74.6,30.6,16.0,46.6,2,5,false,false,DEBUFFER,2,0,false,REVIEW,High Gear Score but incomplete role signal
6040453899,6040453899,Weapon,weapon,CriticalSet,Heroic,90,15,Attack,525.0,68.6,51.6,33.0,68.6,2,4,false,false,DPS,3,0,false,REVIEW,High Gear Score but incomplete role signal
6188951417,6188951417,Helmet,helm,CriticalSet,Heroic,90,15,Health,2835.0,63.0,22.0,55.0,55.0,3,4,true,false,BRUISER,3,0,false,REVIEW,Broad role fit with borderline Gear Score
6226320957,6226320957,Weapon,weapon,SpeedSet,Heroic,90,15,Attack,525.0,67.31428571428572,51.31428571428572,28.0,51.31428571428572,2,4,false,false,DPS,3,0,false,REVIEW,High Gear Score but incomplete role signal
6241848604,6241848604,Helmet,helm,HealthSet,Epic,90,15,Health,2835.0,68.88849816849817,63.74285714285715,0.0,68.88849816849817,2,5,false,true,DPS,3,0,false,KEEP,Modified substat (safe)
6342883582,6342883582,Boots,boot,ImmunitySet,Epic,90,15,Speed,45.0,75.2,27.200000000000003,32.0,34.2,2,5,false,false,BRUISER,2,1,true,REVIEW,High Gear Score but incomplete role signal
6348593323,6348593323,Helmet,helm,HealthSet,Epic,90,15,Health,2835.0,74.8,60.8,5.0,60.8,3,5,true,false,DPS,2,0,false,REVIEW,High Gear Score but incomplete role signal
6367276493,6367276493,Helmet,helm,CriticalSet,Heroic,90,15,Health,2835.0,59.4,59.4,32.0,59.4,3,4,true,false,DPS,4,0,false,KEEP,Exceptional Speed safety rule
6609320738,6609320738,Necklace,neck,SpeedSet,Heroic,90,15,CriticalHitDamagePercent,70.0,60.0,55.0,25.0,55.0,2,4,false,true,DPS,3,2,true,KEEP,Modified substat (safe)
6609717353,6609717353,Ring,ring,ImmunitySet,Epic,90,15,AttackPercent,65.0,63.57142857142857,42.57142857142857,14.0,42.57142857142857,2,5,false,false,DEBUFFER,2,1,false,REVIEW,Broad role fit with borderline Gear Score
6613075858,6613075858,Weapon,weapon,SpeedSet,Epic,90,15,Attack,525.0,66.4,46.400000000000006,5.0,46.400000000000006,4,5,true,false,DPS,2,0,false,REVIEW,High Gear Score but incomplete role signal
6613075866,6613075866,Ring,ring,SpeedSet,Epic,90,15,EffectivenessPercent,65.0,68.0,56.0,36.0,68.0,3,5,true,false,BRUISER,4,2,false,KEEP,Strong slot role fit with high Gear Score
6642694549,6642694549,Weapon,weapon,CriticalSet,Epic,90,15,Attack,525.0,61.285714285714285,56.285714285714285,27.0,61.285714285714285,2,5,false,false,BRUISER,4,0,false,REVIEW,Broad role fit with borderline Gear Score
6674964808,6674964808,Armor,armor,CriticalSet,Epic,90,15,Defense,310.0,71.14285714285714,47.14285714285714,46.0,71.14285714285714,2,5,false,false,BRUISER,4,0,false,REVIEW,High Gear Score but incomplete role signal
8194129026,8194129026,Armor,armor,SpeedSet,Epic,90,15,Defense,310.0,63.57142857142857,36.57142857142857,20.0,36.57142857142857,3,5,true,false,DPS,2,0,false,REVIEW,Broad role fit with borderline Gear Score
9076247765,9076247765,Ring,ring,SpeedSet,Epic,90,15,EffectivenessPercent,65.0,66.00913793103447,26.0,50.0,66.00913793103447,3,5,true,false,BRUISER,3,1,false,KEEP,Spike with coherent role fit
10326942160,10326942160,Weapon,weapon,SpeedSet,Epic,88,15,Attack,515.0,64.8,56.8,20.0,56.8,2,5,false,false,DPS,3,0,false,REVIEW,Broad role fit with borderline Gear Score
10326942162,10326942162,Helmet,helm,SpeedSet,Epic,88,15,Health,2765.0,64.0,34.0,38.0,64.0,3,5,true,false,BRUISER,3,0,false,REVIEW,Broad role fit with borderline Gear Score
10326942163,10326942163,Armor,armor,SpeedSet,Epic,88,15,Defense,310.0,69.0,20.0,53.0,53.0,2,5,false,false,DEBUFFER,4,0,false,REVIEW,High Gear Score but incomplete role signal
10326942164,10326942164,Necklace,neck,SpeedSet,Epic,88,15,HealthPercent,65.0,66.0,28.0,44.0,58.0,3,5,true,false,DEBUFFER,3,1,true,KEEP,Spike with coherent role fit
10326942166,10326942166,Ring,ring,SpeedSet,Epic,88,15,HealthPercent,65.0,67.0,36.0,43.0,59.0,2,5,false,false,DEBUFFER,3,1,true,REVIEW,High Gear Score but incomplete role signal
10326942167,10326942167,Boots,boot,SpeedSet,Epic,88,15,Speed,45.0,71.0,47.0,24.0,71.0,2,5,false,false,BRUISER,3,2,true,KEEP,Strong slot/main-stat role fit
10329699886,10329699886,Weapon,weapon,DefenseSet,Heroic,90,15,Attack,525.0,62.0,38.0,0.0,38.0,2,4,false,true,DPS,3,0,false,KEEP,Modified substat (safe)
10329704914,10329704914,Weapon,weapon,CounterSet,Epic,90,15,Attack,525.0,62.857142857142854,34.857142857142854,9.0,34.857142857142854,3,5,true,false,DPS,2,0,false,REVIEW,Broad role fit with borderline Gear Score
10329705681,10329705681,Weapon,weapon,ResistSet,Heroic,90,15,Attack,525.0,62.14285714285714,21.142857142857142,6.0,21.142857142857142,4,4,true,true,DPS,3,0,false,KEEP,Modified substat (safe)
10331534863,10331534863,Weapon,weapon,CounterSet,Epic,88,15,Attack,515.0,67.4,30.4,45.0,67.4,4,5,true,true,BRUISER,4,0,false,KEEP,Modified substat (safe)
10331534864,10331534864,Helmet,helm,CounterSet,Epic,88,15,Health,2765.0,67.0,8.0,45.0,53.0,2,5,false,false,DEBUFFER,3,0,false,REVIEW,High Gear Score but incomplete role signal
10331534865,10331534865,Armor,armor,CounterSet,Epic,88,15,Defense,310.0,58.8,28.8,30.0,58.8,2,5,false,true,BRUISER,4,0,false,KEEP,Modified substat (safe)
10331534866,10331534866,Necklace,neck,CounterSet,Epic,88,15,CriticalHitDamagePercent,70.0,63.8,48.8,28.0,48.8,3,5,true,true,DPS,3,2,true,KEEP,Modified substat (safe)
10331534867,10331534867,Ring,ring,CounterSet,Epic,88,15,HealthPercent,65.0,68.57142857142857,60.57142857142857,0.0,60.57142857142857,3,5,true,false,DEBUFFER,1,1,true,KEEP,Spike with coherent role fit
10331534868,10331534868,Boots,boot,CounterSet,Epic,88,15,Speed,45.0,73.6,17.6,39.0,56.6,2,5,false,false,BRUISER,3,2,true,KEEP,Strong slot/main-stat role fit
10334942354,10334942354,Weapon,weapon,CriticalSet,Epic,88,15,Attack,515.0,63.2,56.2,31.0,63.2,2,5,false,false,DPS,3,0,false,REVIEW,Broad role fit with borderline Gear Score
10335619748,10335619748,Helmet,helm,ResistSet,Epic,88,15,Health,2765.0,67.0,22.0,67.0,51.0,2,5,false,false,SUPPORT,4,0,false,REVIEW,High Gear Score but incomplete role signal
10338757837,10338757837,Helmet,helm,HitSet,Epic,90,15,Health,2835.0,70.2,25.200000000000003,45.0,70.2,3,5,true,true,BRUISER,3,0,false,KEEP,Modified substat (safe)
10338804036,10338804036,Boots,boot,SpeedSet,Epic,85,15,Speed,40.0,55.8,25.8,30.0,55.8,3,5,true,true,BRUISER,3,2,true,KEEP,Modified substat (safe)
10340272702,10340272702,Helmet,helm,HitSet,Heroic,90,15,Health,2835.0,53.90358974358974,50.0,0.0,53.90358974358974,4,4,true,false,DPS,3,0,false,DELETE_CANDIDATE,Low-quality spread with weak role signal
10340273635,10340273635,Armor,armor,CriticalSet,Epic,90,15,Defense,310.0,71.02857142857142,63.028571428571425,26.0,63.028571428571425,3,5,true,false,DPS,3,0,false,REVIEW,High Gear Score but incomplete role signal
10346417628,10346417628,Boots,boot,TorrentSet,Heroic,90,15,Speed,45.0,62.31428571428572,47.31428571428572,8.0,55.31428571428572,2,4,false,false,BRUISER,3,1,true,REVIEW,One core stat with preferred main stat
10347149375,10347149375,Weapon,weapon,CounterSet,Epic,88,15,Attack,515.0,57.8,20.8,26.0,38.8,2,5,false,false,DEBUFFER,3,0,false,DELETE_CANDIDATE,Low-quality spread with weak role signal
10347149377,10347149377,Helmet,helm,CounterSet,Epic,88,15,Health,2765.0,66.0,8.0,42.0,50.0,3,5,true,false,DEBUFFER,3,0,false,REVIEW,High Gear Score but incomplete role signal
10347149378,10347149378,Armor,armor,CounterSet,Epic,88,15,Defense,310.0,64.6,25.6,31.0,56.6,3,5,true,false,BRUISER,3,0,false,REVIEW,Broad role fit with borderline Gear Score
10347149379,10347149379,Necklace,neck,CounterSet,Epic,88,15,CriticalHitDamagePercent,70.0,70.0,16.0,23.0,31.0,4,5,true,false,BRUISER,3,2,true,KEEP,Strong slot/main-stat role fit
10347149380,10347149380,Ring,ring,CounterSet,Epic,88,15,HealthPercent,65.0,63.2,48.2,0.0,48.2,2,5,false,false,DEBUFFER,1,1,true,REVIEW,One core stat with preferred main stat
10347149382,10347149382,Boots,boot,CounterSet,Epic,88,15,Speed,45.0,57.0,0.0,49.0,39.0,2,5,false,true,BRUISER,2,2,true,KEEP,Modified substat (safe)
10351877869,10351877869,Necklace,neck,SpeedSet,Heroic,85,15,HealthPercent,60.0,43.66379310344828,14.0,19.0,21.663793103448278,3,4,true,false,DEBUFFER,3,1,true,KEEP,Spike with coherent role fit
10351877876,10351877876,Necklace,neck,CriticalSet,Epic,90,15,AttackPercent,65.0,61.91428571428571,54.91428571428571,37.0,61.91428571428571,3,5,true,true,BRUISER,4,3,false,KEEP,Modified substat (safe)
10351881838,10351881838,Necklace,neck,CriticalSet,Epic,90,15,CriticalHitDamagePercent,70.0,66.6,39.6,5.0,44.6,3,5,true,true,DPS,2,2,true,KEEP,Modified substat (safe)
10351886930,10351886930,Necklace,neck,SpeedSet,Epic,90,15,HealthPercent,65.0,69.6,48.6,21.0,62.6,3,5,true,false,BRUISER,2,2,true,KEEP,Strong slot/main-stat role fit
10351895584,10351895584,Necklace,neck,HitSet,Heroic,90,15,CriticalHitDamagePercent,70.0,62.20564102564103,36.6,17.0,62.20564102564103,1,4,false,false,DPS,2,2,true,KEEP,Strong slot/main-stat role fit
10351897397,10351897397,Necklace,neck,HitSet,Epic,90,15,CriticalHitDamagePercent,70.0,73.0,33.0,40.0,67.0,3,5,true,false,BRUISER,2,2,true,KEEP,Strong slot/main-stat role fit
10351897401,10351897401,Necklace,neck,SpeedSet,Epic,90,15,HealthPercent,65.0,62.34285714285714,36.34285714285714,5.0,41.34285714285714,2,5,false,false,BRUISER,3,3,true,KEEP,Strong slot/main-stat role fit
10351917595,10351917595,Ring,ring,SpeedSet,Epic,90,15,EffectivenessPercent,65.0,64.75897435897436,12.0,55.0,55.758974358974356,3,5,true,false,SUPPORT,3,2,false,KEEP,Spike with coherent role fit
10351917597,10351917597,Ring,ring,SpeedSet,Epic,85,15,EffectivenessPercent,60.0,51.857142857142854,22.857142857142854,37.0,51.857142857142854,3,5,true,true,BRUISER,4,2,false,KEEP,Modified substat (safe)
10351917600,10351917600,Ring,ring,HitSet,Heroic,90,15,HealthPercent,65.0,69.14285714285714,33.14285714285714,60.0,50.14285714285714,2,4,false,false,SUPPORT,3,2,true,KEEP,Strong slot/main-stat role fit
10351933700,10351933700,Boots,boot,HitSet,Heroic,90,15,Speed,45.0,62.457142857142856,53.457142857142856,9.0,53.457142857142856,2,4,false,true,DPS,3,1,true,KEEP,Modified substat (safe)
10351938242,10351938242,Boots,boot,CriticalSet,Epic,90,15,HealthPercent,65.0,75.0,40.0,67.0,57.0,3,5,true,true,BRUISER,3,2,true,KEEP,Modified substat (safe)
10351941759,10351941759,Boots,boot,CriticalSet,Heroic,90,15,HealthPercent,65.0,62.400000000000006,56.400000000000006,24.0,62.400000000000006,2,4,false,true,BRUISER,4,2,true,KEEP,Modified substat (safe)
10351942455,10351942455,Boots,boot,SpeedSet,Epic,90,15,Speed,45.0,68.2,19.200000000000003,27.0,46.2,2,5,false,true,BRUISER,3,2,true,KEEP,Modified substat (safe)
10351943162,10351943162,Boots,boot,CriticalSet,Heroic,85,15,Speed,40.0,54.8,28.8,26.0,54.8,3,4,true,true,BRUISER,3,1,true,KEEP,Modified substat (safe)
10351943728,10351943728,Boots,boot,CriticalSet,Heroic,90,15,Speed,45.0,61.6,32.6,8.0,32.6,2,4,false,false,DPS,2,1,true,REVIEW,One core stat with preferred main stat
10351944509,10351944509,Boots,boot,CriticalSet,Heroic,90,15,AttackPercent,65.0,61.057142857142864,46.057142857142864,35.0,61.057142857142864,2,4,false,false,BRUISER,4,2,false,REVIEW,Multiple slot-preferred stats but incomplete main-stat fit
10351945799,10351945799,Boots,boot,HitSet,Epic,85,15,Speed,40.0,56.028571428571425,35.028571428571425,0.0,35.028571428571425,2,5,false,true,DPS,3,1,true,KEEP,Modified substat (safe)
10351945803,10351945803,Boots,boot,HitSet,Heroic,90,15,Speed,45.0,69.07774193548389,55.800000000000004,7.0,62.07774193548388,3,4,true,false,DPS,2,1,true,KEEP,Spike with coherent role fit
10351946589,10351946589,Boots,boot,SpeedSet,Heroic,90,15,Speed,45.0,59.74285714285715,53.74285714285715,0.0,53.74285714285715,2,4,false,true,DPS,3,1,true,KEEP,Modified substat (safe)
10351947999,10351947999,Boots,boot,SpeedSet,Epic,85,15,Speed,40.0,53.8,24.8,29.0,53.8,3,5,true,true,BRUISER,3,2,true,KEEP,Modified substat (safe)
10351951771,10351951771,Boots,boot,SpeedSet,Heroic,90,15,Speed,45.0,59.14285714285714,9.142857142857142,50.0,46.14285714285714,3,4,true,false,BRUISER,3,2,true,KEEP,Strong slot/main-stat role fit
10351953283,10351953283,Boots,boot,HitSet,Epic,90,15,Speed,45.0,63.0,14.0,11.0,20.0,4,5,true,false,DPS,1,1,true,KEEP,Spike with coherent role fit
10351960638,10351960638,Ring,ring,SpeedSet,Epic,90,15,EffectivenessPercent,65.0,56.78307692307692,42.0,32.0,56.78307692307692,3,5,true,false,BRUISER,3,1,false,DELETE_CANDIDATE,Low-quality spread with weak role signal
10351961205,10351961205,Ring,ring,SpeedSet,Epic,90,15,HealthPercent,65.0,70.0,56.0,53.0,61.0,5,5,true,true,DEBUFFER,3,1,true,KEEP,Modified substat (safe)
10351962690,10351962690,Ring,ring,HitSet,Epic,85,15,EffectivenessPercent,60.0,51.698152709359604,4.571428571428571,41.0,51.698152709359604,3,5,true,false,BRUISER,3,2,false,REVIEW,Multiple slot-preferred stats but incomplete main-stat fit
10351969531,10351969531,Necklace,neck,HitSet,Epic,90,15,AttackPercent,65.0,66.0,30.0,34.0,30.0,2,5,false,false,DPS,2,1,true,REVIEW,High Gear Score but incomplete role signal
10351972193,10351972193,Necklace,neck,SpeedSet,Heroic,90,15,CriticalHitDamagePercent,70.0,55.69435897435898,25.0,6.0,33.69435897435898,2,4,false,false,DPS,1,1,true,REVIEW,One core stat with preferred main stat
10351972819,10351972819,Necklace,neck,CriticalSet,Epic,85,15,HealthPercent,60.0,52.08402930402931,47.91428571428572,0.0,52.08402930402931,3,5,true,true,DPS,3,3,false,KEEP,Modified substat (safe)
10351976787,10351976787,Necklace,neck,SpeedSet,Epic,90,15,AttackPercent,65.0,71.71428571428572,21.714285714285715,41.0,54.714285714285715,3,5,true,false,BRUISER,3,2,false,KEEP,Strong slot role fit with high Gear Score
10351978386,10351978386,Necklace,neck,SpeedSet,Epic,90,15,CriticalHitChancePercent,60.0,64.0,36.0,17.0,45.0,3,5,true,false,DPS,2,1,true,KEEP,Spike with coherent role fit
10353392220,10353392220,Armor,armor,SpeedSet,Epic,90,15,Defense,310.0,71.0,26.0,63.0,71.0,3,5,true,false,BRUISER,4,0,false,REVIEW,High Gear Score but incomplete role signal
10354135981,10354135981,Weapon,weapon,CriticalSet,Epic,90,15,Attack,525.0,71.4,29.400000000000002,14.0,43.400000000000006,2,5,false,false,DEBUFFER,2,0,false,REVIEW,High Gear Score but incomplete role signal
10354174783,10354174783,Helmet,helm,CriticalSet,Epic,90,15,Health,2835.0,62.71428571428571,39.71428571428571,16.0,55.71428571428571,2,5,false,false,DPS,2,0,false,REVIEW,Broad role fit with borderline Gear Score
10354195937,10354195937,Weapon,weapon,SpeedSet,Heroic,90,15,Attack,525.0,66.74285714285715,58.74285714285715,8.0,66.74285714285715,3,4,true,false,DPS,3,0,false,REVIEW,High Gear Score but incomplete role signal
10354196174,10354196174,Armor,armor,SpeedSet,Heroic,90,15,Defense,310.0,61.368620689655174,48.0,17.0,61.368620689655174,4,4,true,false,BRUISER,3,0,false,REVIEW,Broad role fit with borderline Gear Score
10359911729,10359911729,Armor,armor,SpeedSet,Epic,90,15,Defense,310.0,65.85714285714286,46.857142857142854,19.0,65.85714285714286,3,5,true,false,BRUISER,4,0,false,REVIEW,Broad role fit with borderline Gear Score
10368670654,10368670654,Weapon,weapon,DestructionSet,Epic,88,15,Attack,515.0,61.4,61.4,16.0,61.4,2,5,false,false,DPS,4,0,false,REVIEW,Broad role fit with borderline Gear Score
10369046630,10369046630,Helmet,helm,CriticalSet,Epic,88,15,Health,2765.0,72.0,50.0,48.0,72.0,2,5,false,false,BRUISER,4,0,false,REVIEW,High Gear Score but incomplete role signal
10369871413,10369871413,Necklace,neck,RevengeSet,Epic,88,15,CriticalHitDamagePercent,70.0,59.4,25.4,20.0,25.4,2,5,false,true,DPS,2,2,true,KEEP,Modified substat (safe)
10369878419,10369878419,Helmet,helm,DestructionSet,Epic,88,15,Health,2765.0,61.4,61.4,16.0,61.4,2,5,false,false,DPS,4,0,false,REVIEW,Broad role fit with borderline Gear Score
10371790253,10371790253,Helmet,helm,HitSet,Epic,90,15,Health,2835.0,66.0,22.0,50.0,50.0,2,5,false,false,DEBUFFER,4,0,false,REVIEW,High Gear Score but incomplete role signal
